entry,type,group,partition
F4K2F0,Nucleus,75,2
F4K4Y5,Nucleus,79,2
Q9SUA1,Nucleus,79,2
F4KDH9,Nucleus,81,2
M0RDU0,Nucleus,89,2
Q00558,Nucleus,89,2
P23610,Nucleus,89,2
O02776,Nucleus,94,2
O88622,Nucleus,94,2
Q9QYM2,Nucleus,94,2
O15162,Nucleus,97,2
Q9JJ00,Nucleus,97,2
P58195,Nucleus,97,2
O15226,Nucleus,98,2
O23523,Nucleus,103,2
Q9SZP8,Nucleus,103,2
O43257,Nucleus,105,2
Q8R331,Nucleus,105,2
O80669,Nucleus,119,2
Q9LDH1,Nucleus,119,2
O88554,Nucleus,124,2
Q9UGN5,Nucleus,124,2
O95568,Nucleus,130,2
P09119,Nucleus,141,2
P09429,Nucleus,142,2
Q08IE6,Nucleus,142,2
P10103,Nucleus,142,2
P63159,Nucleus,142,2
P63158,Nucleus,142,2
P12682,Nucleus,142,2
Q9YH06,Nucleus,142,2
P0DKH5,Nucleus,145,2
V9M398,Nucleus,145,2
V9M2S5,Nucleus,145,2
Q9SCX6,Nucleus,145,2
Q9XGM3,Nucleus,145,2
P18754,Nucleus,158,2
P23800,Nucleus,158,2
Q8VE37,Nucleus,158,2
P21827,Nucleus,158,2
P40692,Nucleus,176,2
Q9JK91,Nucleus,176,2
P52739,Nucleus,185,2
P54577,Nucleus,192,2
Q91WQ3,Nucleus,192,2
Q01844,Nucleus,208,2
Q0JFZ0,Nucleus,222,2
Q0WVH0,Nucleus,225,2
Q9ZPV5,Nucleus,225,2
Q14118,Nucleus,235,2
Q2PS20,Nucleus,249,2
Q9ET78,Nucleus,249,2
Q9BR39,Nucleus,249,2
Q2V3L3,Nucleus,251,2
Q5EN53,Nucleus,266,2
Q5SQF8,Nucleus,269,2
Q6NYV5,Nucleus,269,2
Q6BDA0,Nucleus,289,2
Q6ES51,Nucleus,291,2
Q6ZJU3,Nucleus,291,2
Q8GY55,Nucleus,291,2
Q6NYC1,Nucleus,298,2
Q9ERI5,Nucleus,298,2
Q6ZN17,Nucleus,309,2
Q7Z3E1,Nucleus,321,2
Q86WB0,Nucleus,331,2
Q8CCF0,Nucleus,342,2
Q8WWY3,Nucleus,342,2
Q8GVD0,Nucleus,348,2
Q8H1D9,Nucleus,355,2
Q8L3P4,Nucleus,361,2
Q8RWB1,Nucleus,376,2
Q8VZ20,Nucleus,388,2
Q94BQ3,Nucleus,414,2
Q969P5,Nucleus,422,2
Q9C0C9,Nucleus,437,2
Q9EST5,Nucleus,451,2
Q9EST6,Nucleus,451,2
Q9FF75,Nucleus,456,2
Q9SG79,Nucleus,456,2
Q9FJ07,Nucleus,461,2
Q9LFE2,Nucleus,478,2
Q9LMT7,Nucleus,485,2
Q9LY00,Nucleus,493,2
Q9M8Z5,Nucleus,502,2
Q9S7Q7,Nucleus,517,2
Q9SJF1,Nucleus,529,2
Q9ZQH2,Nucleus,559,2
A0A125S9M5,Nucleus,4,3
A0A1P8BH03,Nucleus,8,3
Q9LYR0,Nucleus,8,3
Q9FT53,Nucleus,8,3
Q9FIT1,Nucleus,8,3
Q9ZU28,Nucleus,8,3
F4JMV6,Nucleus,8,3
F4IUJ7,Nucleus,8,3
A2A432,Nucleus,12,3
Q13620,Nucleus,12,3
A3BV95,Nucleus,16,3
Q0J0G7,Nucleus,16,3
Q6Z2G7,Nucleus,16,3
A8MTJ6,Nucleus,19,3
D3Z120,Nucleus,19,3
P32182,Nucleus,19,3
Q61572,Nucleus,19,3
Q12948,Nucleus,19,3
B3LF48,Nucleus,22,3
B5X564,Nucleus,23,3
Q92630,Nucleus,23,3
D3ZHS6,Nucleus,37,3
Q99PU7,Nucleus,37,3
Q92560,Nucleus,37,3
F4HZD1,Nucleus,49,3
Q9SSE9,Nucleus,49,3
Q8H1S7,Nucleus,49,3
F4I3V6,Nucleus,51,3
F4IDJ0,Nucleus,56,3
F4JW79,Nucleus,72,3
F4K4D6,Nucleus,78,3
G3HKI1,Nucleus,85,3
Q924T3,Nucleus,85,3
Q13426,Nucleus,85,3
O00141,Nucleus,90,3
Q9UBS0,Nucleus,90,3
Q9TXJ0,Nucleus,90,3
Q965G5,Nucleus,90,3
Q29502,Nucleus,90,3
Q64303,Nucleus,90,3
Q8CIN4,Nucleus,90,3
Q13177,Nucleus,90,3
O00757,Nucleus,92,3
O42250,Nucleus,104,3
Q90277,Nucleus,104,3
O43823,Nucleus,108,3
Q5VK71,Nucleus,108,3
Q9DBR0,Nucleus,108,3
Q63014,Nucleus,108,3
O44712,Nucleus,109,3
Q14190,Nucleus,109,3
O60716,Nucleus,110,3
P30999,Nucleus,110,3
O60934,Nucleus,111,3
Q9JIL9,Nucleus,111,3
Q9R207,Nucleus,111,3
Q9DE07,Nucleus,111,3
O80982,Nucleus,121,3
O82312,Nucleus,123,3
Q8VYW1,Nucleus,123,3
P04053,Nucleus,134,3
P06526,Nucleus,134,3
P12272,Nucleus,151,3
P19532,Nucleus,159,3
Q64092,Nucleus,159,3
P52293,Nucleus,184,3
P55262,Nucleus,195,3
Q64640,Nucleus,195,3
Q01826,Nucleus,207,3
Q13309,Nucleus,232,3
Q15911,Nucleus,241,3
Q61329,Nucleus,241,3
Q2R2D5,Nucleus,250,3
Q5BPF3,Nucleus,265,3
Q5XV40,Nucleus,274,3
Q64163,Nucleus,282,3
Q68DK7,Nucleus,286,3
Q6PDM1,Nucleus,286,3
Q6NTE8,Nucleus,297,3
Q7TT16,Nucleus,314,3
Q99NI4,Nucleus,314,3
Q8NFU5,Nucleus,314,3
Q9M723,Nucleus,320,3
Q84MZ4,Nucleus,328,3
Q86U44,Nucleus,330,3
Q8C3P7,Nucleus,330,3
Q8C5D8,Nucleus,340,3
Q8H0V5,Nucleus,354,3
Q8IV63,Nucleus,358,3
Q8K3G5,Nucleus,358,3
Q8VYJ2,Nucleus,385,3
Q93VI4,Nucleus,407,3
Q9FJN9,Nucleus,407,3
Q9LX90,Nucleus,407,3
Q949W6,Nucleus,413,3
Q96524,Nucleus,420,3
Q9AUJ7,Nucleus,432,3
Q9SAD7,Nucleus,432,3
Q9LIN5,Nucleus,432,3
Q9C0C6,Nucleus,436,3
Q9CA46,Nucleus,441,3
Q9LZP8,Nucleus,441,3
Q9FFG0,Nucleus,457,3
Q9H079,Nucleus,470,3
Q9LJ97,Nucleus,480,3
Q9LK91,Nucleus,483,3
Q9LVD0,Nucleus,489,3
Q9M8S7,Nucleus,501,3
Q9QY16,Nucleus,511,3
Q9SIV2,Nucleus,527,3
Q9WTX8,Nucleus,549,3
Q9Y6D9,Nucleus,549,3
Q9Y6Y1,Nucleus,555,3
Q9ZVD5,Nucleus,563,3
A0A060D764,Nucleus,0,4
Q6ZIK5,Nucleus,0,4
Q8L8A6,Nucleus,0,4
Q9SJR5,Nucleus,0,4
O81001,Nucleus,0,4
Q8L8A7,Nucleus,0,4
Q8L8A8,Nucleus,0,4
A7VJC2,Nucleus,18,4
B6HQ74,Nucleus,26,4
B8B2R4,Nucleus,28,4
B9DFV2,Nucleus,30,4
F4JP52,Nucleus,30,4
D3ZIE4,Nucleus,38,4
D4A2Z8,Nucleus,39,4
Q8VHK9,Nucleus,39,4
Q9H2U1,Nucleus,39,4
Q05B79,Nucleus,39,4
Q08211,Nucleus,39,4
Q28141,Nucleus,39,4
F4K2E9,Nucleus,39,4
D4A702,Nucleus,40,4
Q91YE8,Nucleus,40,4
Q9UMS6,Nucleus,40,4
F4HRT5,Nucleus,47,4
Q9SAF6,Nucleus,47,4
Q9CA42,Nucleus,47,4
Q9FLH0,Nucleus,47,4
F4IDC2,Nucleus,55,4
O64852,Nucleus,64,4
Q9CAI2,Nucleus,64,4
Q9MAM4,Nucleus,64,4
F4JBX1,Nucleus,65,4
F4JTS8,Nucleus,71,4
G5EFF5,Nucleus,86,4
O00443,Nucleus,91,4
Q61194,Nucleus,91,4
O08785,Nucleus,95,4
Q91YB0,Nucleus,95,4
O15516,Nucleus,95,4
Q8QGQ6,Nucleus,95,4
O22161,Nucleus,102,4
O43524,Nucleus,106,4
Q9WVH4,Nucleus,106,4
O75937,Nucleus,116,4
Q6NZB0,Nucleus,116,4
O80386,Nucleus,117,4
O80548,Nucleus,118,4
Q94BR1,Nucleus,118,4
Q8W4Q4,Nucleus,118,4
Q9STL9,Nucleus,118,4
O95239,Nucleus,128,4
Q6YUL8,Nucleus,128,4
O95478,Nucleus,129,4
Q9UU79,Nucleus,129,4
P40078,Nucleus,129,4
P03069,Nucleus,133,4
Q7PCC6,Nucleus,133,4
P05371,Nucleus,137,4
Q06890,Nucleus,137,4
P10909,Nucleus,137,4
Q29549,Nucleus,137,4
P17697,Nucleus,137,4
P15702,Nucleus,155,4
P16150,Nucleus,155,4
P28320,Nucleus,167,4
P28715,Nucleus,168,4
P35689,Nucleus,168,4
P49597,Nucleus,180,4
P50461,Nucleus,181,4
P50462,Nucleus,181,4
P50463,Nucleus,181,4
P70323,Nucleus,199,4
Q8AX98,Nucleus,199,4
Q9EPZ6,Nucleus,199,4
P80553,Nucleus,201,4
Q00958,Nucleus,205,4
Q0JAI1,Nucleus,205,4
Q09823,Nucleus,217,4
Q0E671,Nucleus,218,4
Q12972,Nucleus,230,4
Q15397,Nucleus,240,4
Q8BKS9,Nucleus,240,4
Q22829,Nucleus,245,4
Q3UR85,Nucleus,255,4
Q9Y2G1,Nucleus,255,4
Q501B2,Nucleus,257,4
Q5YDB6,Nucleus,275,4
Q6JDV7,Nucleus,296,4
Q8LBM2,Nucleus,318,4
Q7Z6G8,Nucleus,323,4
Q8BU11,Nucleus,338,4
Q9FXI5,Nucleus,352,4
Q8QZV7,Nucleus,373,4
Q9NVM9,Nucleus,373,4
Q9VEX5,Nucleus,373,4
Q8R3N6,Nucleus,375,4
Q96FV9,Nucleus,375,4
Q8RWK8,Nucleus,377,4
Q8VY15,Nucleus,384,4
Q8VYM6,Nucleus,386,4
Q9FG73,Nucleus,386,4
Q945P6,Nucleus,412,4
Q96288,Nucleus,419,4
Q9BZZ5,Nucleus,435,4
Q9FEN9,Nucleus,455,4
Q9FR53,Nucleus,466,4
Q9SYG2,Nucleus,481,4
Q9LVB9,Nucleus,488,4
Q9M7Q2,Nucleus,500,4
Q9P0K7,Nucleus,509,4
Q9SI37,Nucleus,526,4
Q9SU78,Nucleus,537,4
Q9XFH4,Nucleus,551,4
Q9ZUL5,Nucleus,551,4
P07871,Peroxisome,13,0
P21775,Peroxisome,13,0
Q8VCH0,Peroxisome,13,0
Q921H8,Peroxisome,13,0
P09110,Peroxisome,13,0
P27796,Peroxisome,13,0
P32020,Peroxisome,13,0
P38225,Peroxisome,24,0
P38998,Peroxisome,25,0
Q12524,Peroxisome,35,0
Q13315,Peroxisome,36,0
Q62388,Peroxisome,36,0
Q8LF36,Peroxisome,46,0
O62839,Peroxisome,6,1
P00432,Peroxisome,6,1
O97492,Peroxisome,6,1
P04040,Peroxisome,6,1
P04762,Peroxisome,6,1
P24270,Peroxisome,6,1
P21826,Peroxisome,17,1
P30952,Peroxisome,17,1
P38137,Peroxisome,23,1
Q8LPS1,Peroxisome,23,1
P39518,Peroxisome,26,1
Q4WF54,Peroxisome,38,1
Q9FWA3,Peroxisome,56,1
F7VNF8,Peroxisome,0,2
Q9DBN5,Peroxisome,0,2
Q3MIB4,Peroxisome,0,2
Q86WA8,Peroxisome,0,2
O43808,Peroxisome,5,2
O70579,Peroxisome,5,2
P08679,Peroxisome,14,2
P30044,Peroxisome,20,2
Q9R063,Peroxisome,20,2
P99029,Peroxisome,20,2
P47148,Peroxisome,28,2
Q4WF55,Peroxisome,39,2
O09174,Peroxisome,1,3
Q9UHK6,Peroxisome,1,3
O14832,Peroxisome,2,3
P57093,Peroxisome,2,3
O35386,Peroxisome,2,3
Q08558,Peroxisome,4,3
P39994,Peroxisome,27,3
Q9UJ83,Peroxisome,27,3
Q8CHM7,Peroxisome,27,3
Q9QXE0,Peroxisome,27,3
P53633,Peroxisome,30,3
Q84WW2,Peroxisome,42,3
O15254,Peroxisome,3,4
Q63448,Peroxisome,3,4
Q9EPL9,Peroxisome,3,4
O64894,Peroxisome,3,4
P53164,Peroxisome,29,4
Q9BQG2,Peroxisome,29,4
Q9DCN1,Peroxisome,29,4
P97275,Peroxisome,32,4
Q8GW43,Peroxisome,45,4
Q8WNV7,Peroxisome,49,4
Q9BTZ2,Peroxisome,49,4
Q9SIP1,Peroxisome,59,4
Q9NII6,SIGNAL,8,0
A0A161AT60,SIGNAL,12,0
A0AT29,SIGNAL,12,0
A0AT32,SIGNAL,12,0
A0A2J6KL39,SIGNAL,12,0
P10976,SIGNAL,12,0
Q9ATH2,SIGNAL,12,0
P19656,SIGNAL,12,0
Q0IQK9,SIGNAL,12,0
Q43767,SIGNAL,12,0
P07597,SIGNAL,12,0
Q43871,SIGNAL,12,0
Q9XFS7,SIGNAL,12,0
E6Y8S8,SIGNAL,12,0
Q9SW93,SIGNAL,12,0
P82007,SIGNAL,12,0
P85204,SIGNAL,12,0
O04004,SIGNAL,12,0
A0A193CHJ5,SIGNAL,13,0
P62022,SIGNAL,13,0
P62023,SIGNAL,13,0
P24027,SIGNAL,13,0
Q6EER2,SIGNAL,13,0
Q1ZY03,SIGNAL,13,0
Q90W39,SIGNAL,13,0
Q71QE8,SIGNAL,13,0
Q6EER4,SIGNAL,13,0
Q805A2,SIGNAL,13,0
P20474,SIGNAL,13,0
P45881,SIGNAL,13,0
Q90Y77,SIGNAL,13,0
Q2YHJ2,SIGNAL,13,0
Q2YHJ7,SIGNAL,13,0
F8QN54,SIGNAL,13,0
P14424,SIGNAL,13,0
P00626,SIGNAL,13,0
P11407,SIGNAL,13,0
Q8JIY9,SIGNAL,13,0
C0HKC3,SIGNAL,13,0
Q1RP79,SIGNAL,13,0
Q1RP78,SIGNAL,13,0
F8QN53,SIGNAL,13,0
A8CG90,SIGNAL,13,0
Q6H3C7,SIGNAL,13,0
Q3HLQ4,SIGNAL,13,0
Q6H3C8,SIGNAL,13,0
Q8QG87,SIGNAL,13,0
Q2HZ28,SIGNAL,13,0
P17935,SIGNAL,13,0
A0A411EZW9,SIGNAL,13,0
A8CG86,SIGNAL,13,0
Q02471,SIGNAL,13,0
P34180,SIGNAL,13,0
P31100,SIGNAL,13,0
Q7ZTA8,SIGNAL,13,0
Q7T2R1,SIGNAL,13,0
A8CG78,SIGNAL,13,0
Q7ZTA6,SIGNAL,13,0
Q8AXY1,SIGNAL,13,0
P00623,SIGNAL,13,0
P20476,SIGNAL,13,0
Q7ZTA7,SIGNAL,13,0
A8E2V8,SIGNAL,13,0
P06859,SIGNAL,13,0
A4VBF0,SIGNAL,13,0
A8CG89,SIGNAL,13,0
P31854,SIGNAL,13,0
Q6H3D0,SIGNAL,13,0
A8CG82,SIGNAL,13,0
P49121,SIGNAL,13,0
B5U6Y4,SIGNAL,13,0
P18998,SIGNAL,13,0
Q800C4,SIGNAL,13,0
P00624,SIGNAL,13,0
P08878,SIGNAL,13,0
Q2YHJ6,SIGNAL,13,0
C0HKC2,SIGNAL,13,0
O57385,SIGNAL,13,0
B5U6Z2,SIGNAL,13,0
P00625,SIGNAL,13,0
Q98996,SIGNAL,13,0
Q2YHJ3,SIGNAL,13,0
P0CAR9,SIGNAL,13,0
Q6H3D6,SIGNAL,13,0
Q8UVZ7,SIGNAL,13,0
P0DJJ9,SIGNAL,13,0
Q8UVU7,SIGNAL,13,0
P24605,SIGNAL,13,0
Q6H3D7,SIGNAL,13,0
P0DJJ8,SIGNAL,13,0
Q90249,SIGNAL,13,0
Q6JK69,SIGNAL,13,0
P82114,SIGNAL,13,0
Q2PG81,SIGNAL,13,0
D0UGJ0,SIGNAL,13,0
P80963,SIGNAL,13,0
P14423,SIGNAL,13,0
P14555,SIGNAL,13,0
Q2PWA3,SIGNAL,13,0
Q6H3D3,SIGNAL,13,0
Q6H3D4,SIGNAL,13,0
P70090,SIGNAL,13,0
P0CAS0,SIGNAL,13,0
Q6H3D5,SIGNAL,13,0
Q9PVF4,SIGNAL,13,0
Q6H3D2,SIGNAL,13,0
Q2YHJ4,SIGNAL,13,0
Q2YHJ8,SIGNAL,13,0
Q2YHJ9,SIGNAL,13,0
C0HLL2,SIGNAL,13,0
Q9QXX3,SIGNAL,13,0
P00593,SIGNAL,13,0
P00592,SIGNAL,13,0
P04054,SIGNAL,13,0
P00615,SIGNAL,13,0
A6MEY4,SIGNAL,13,0
P00616,SIGNAL,13,0
P23028,SIGNAL,13,0
G9I930,SIGNAL,13,0
P01183,SIGNAL,13,0
P01180,SIGNAL,13,0
P03973,SIGNAL,13,0
A0A7E5WTY7,SIGNAL,36,0
Q7KRU8,SIGNAL,36,0
P41822,SIGNAL,36,0
P42578,SIGNAL,36,0
P01175,SIGNAL,39,0
P01177,SIGNAL,39,0
P97430,SIGNAL,39,0
A2AJB7,SIGNAL,48,0
P06911,SIGNAL,48,0
P02756,SIGNAL,48,0
P67976,SIGNAL,48,0
A3RF67,SIGNAL,52,0
Q9ZT64,SIGNAL,52,0
E3W9M2,SIGNAL,52,0
Q6UWM7,SIGNAL,52,0
A4QUT2,SIGNAL,54,0
A7L035,SIGNAL,63,0
A7L036,SIGNAL,63,0
B1P0S1,SIGNAL,92,0
P80686,SIGNAL,92,0
B5LUQ9,SIGNAL,110,0
B5LYJ9,SIGNAL,114,0
Q39487,SIGNAL,114,0
Q43418,SIGNAL,114,0
B5TTX7,SIGNAL,116,0
P18658,SIGNAL,116,0
B7ZS96,SIGNAL,125,0
P31779,SIGNAL,125,0
P27731,SIGNAL,125,0
O55245,SIGNAL,125,0
P02767,SIGNAL,125,0
Q29616,SIGNAL,125,0
P02766,SIGNAL,125,0
O46654,SIGNAL,125,0
P91629,SIGNAL,125,0
P26776,SIGNAL,125,0
B9A8D7,SIGNAL,130,0
Q30HU9,SIGNAL,130,0
C0HLG3,SIGNAL,152,0
C0K3N1,SIGNAL,154,0
Q90X24,SIGNAL,154,0
Q90X23,SIGNAL,154,0
P67861,SIGNAL,154,0
P15691,SIGNAL,154,0
Q08127,SIGNAL,154,0
C1IBY2,SIGNAL,158,0
F8QQG5,SIGNAL,158,0
C8YJA2,SIGNAL,158,0
C1IBY3,SIGNAL,158,0
C8YJA1,SIGNAL,158,0
C8YJA0,SIGNAL,158,0
E0XKJ8,SIGNAL,158,0
C8YJ99,SIGNAL,158,0
P0DPU0,SIGNAL,158,0
P0DPU1,SIGNAL,158,0
P0DPV2,SIGNAL,158,0
C4NZN9,SIGNAL,166,0
P86798,SIGNAL,166,0
P86797,SIGNAL,166,0
Q8I948,SIGNAL,166,0
Q6F4C6,SIGNAL,166,0
P33575,SIGNAL,166,0
P19957,SIGNAL,166,0
P18684,SIGNAL,166,0
P37109,SIGNAL,184,0
D4A540,SIGNAL,197,0
Q99LS0,SIGNAL,197,0
Q9H1Z8,SIGNAL,197,0
P01168,SIGNAL,197,0
P60042,SIGNAL,197,0
Q16674,SIGNAL,197,0
P58294,SIGNAL,209,0
P83403,SIGNAL,218,0
P08375,SIGNAL,218,0
P08376,SIGNAL,218,0
F2QXM5,SIGNAL,225,0
Q41350,SIGNAL,240,0
P00773,SIGNAL,240,0
P0DUS6,SIGNAL,262,0
P31358,SIGNAL,277,0
P0DUS7,SIGNAL,277,0
Q9NRR1,SIGNAL,278,0
L7N6F8,SIGNAL,284,0
O15467,SIGNAL,298,0
Q07325,SIGNAL,298,0
P19874,SIGNAL,298,0
P16860,SIGNAL,298,0
Q92583,SIGNAL,300,0
Q9WUZ6,SIGNAL,300,0
O89093,SIGNAL,300,0
P42830,SIGNAL,300,0
P10889,SIGNAL,300,0
O55038,SIGNAL,300,0
P97884,SIGNAL,300,0
P02776,SIGNAL,300,0
O02826,SIGNAL,303,0
O02839,SIGNAL,304,0
P15529,SIGNAL,304,0
P02749,SIGNAL,304,0
P05452,SIGNAL,312,0
P13727,SIGNAL,312,0
O09165,SIGNAL,314,0
P19633,SIGNAL,314,0
P07221,SIGNAL,314,0
P31231,SIGNAL,314,0
P19204,SIGNAL,314,0
P12637,SIGNAL,314,0
P31235,SIGNAL,314,0
P51868,SIGNAL,314,0
P14211,SIGNAL,314,0
P18418,SIGNAL,314,0
P05307,SIGNAL,314,0
P04785,SIGNAL,314,0
P07237,SIGNAL,314,0
P09102,SIGNAL,314,0
O14656,SIGNAL,320,0
O14792,SIGNAL,325,0
O35310,SIGNAL,325,0
O14798,SIGNAL,326,0
O15455,SIGNAL,329,0
O60602,SIGNAL,329,0
O35701,SIGNAL,341,0
P05099,SIGNAL,341,0
P07204,SIGNAL,341,0
O43155,SIGNAL,349,0
P02679,SIGNAL,354,0
P12799,SIGNAL,354,0
O43866,SIGNAL,356,0
O54766,SIGNAL,366,0
Q62005,SIGNAL,366,0
Q00193,SIGNAL,366,0
Q9BH10,SIGNAL,366,0
O54767,SIGNAL,366,0
P20239,SIGNAL,366,0
O54861,SIGNAL,368,0
Q6PHU5,SIGNAL,368,0
Q99523,SIGNAL,368,0
O64392,SIGNAL,386,0
O64393,SIGNAL,386,0
P31110,SIGNAL,386,0
O65660,SIGNAL,389,0
P35496,SIGNAL,389,0
O75629,SIGNAL,398,0
O75711,SIGNAL,400,0
P0DPZ2,SIGNAL,400,0
P0DPV0,SIGNAL,400,0
O88531,SIGNAL,420,0
P45479,SIGNAL,420,0
P50897,SIGNAL,420,0
P45478,SIGNAL,420,0
P48816,SIGNAL,429,0
O94907,SIGNAL,431,0
Q9UBT3,SIGNAL,431,0
O95750,SIGNAL,438,0
Q9NSA1,SIGNAL,438,0
Q9GZV9,SIGNAL,438,0
P21781,SIGNAL,438,0
P16225,SIGNAL,438,0
O95813,SIGNAL,439,0
O95866,SIGNAL,440,0
Q99217,SIGNAL,440,0
P49763,SIGNAL,440,0
O97939,SIGNAL,450,0
P00433,SIGNAL,451,0
P84516,SIGNAL,451,0
Q9XIV8,SIGNAL,451,0
Q4W1I8,SIGNAL,451,0
Q4W1I9,SIGNAL,451,0
P12069,SIGNAL,473,0
P61629,SIGNAL,473,0
P61626,SIGNAL,473,0
P67977,SIGNAL,473,0
P12068,SIGNAL,473,0
P00705,SIGNAL,473,0
P00702,SIGNAL,473,0
P00701,SIGNAL,473,0
P00698,SIGNAL,473,0
P00703,SIGNAL,473,0
P18137,SIGNAL,473,0
Q7YT16,SIGNAL,473,0
P00716,SIGNAL,473,0
P00713,SIGNAL,473,0
P00714,SIGNAL,473,0
Q9JJS8,SIGNAL,488,0
P09871,SIGNAL,488,0
P15156,SIGNAL,488,0
Q8K0D2,SIGNAL,488,0
P00750,SIGNAL,488,0
P80015,SIGNAL,496,0
Q9UK55,SIGNAL,511,0
P22922,SIGNAL,511,0
P05155,SIGNAL,511,0
P13731,SIGNAL,512,0
P50448,SIGNAL,512,0
P01033,SIGNAL,519,0
P30120,SIGNAL,519,0
P30121,SIGNAL,519,0
P16035,SIGNAL,519,0
P35625,SIGNAL,519,0
P26652,SIGNAL,519,0
P16368,SIGNAL,519,0
Q9VH14,SIGNAL,519,0
Q9H4G1,SIGNAL,522,0
P01070,SIGNAL,529,0
P10822,SIGNAL,529,0
Q41015,SIGNAL,529,0
P13087,SIGNAL,529,0
P29421,SIGNAL,529,0
P07596,SIGNAL,529,0
Q9SJY7,SIGNAL,533,0
P01137,SIGNAL,536,0
P09533,SIGNAL,536,0
P18341,SIGNAL,536,0
P07200,SIGNAL,536,0
P17246,SIGNAL,536,0
P04202,SIGNAL,536,0
Q8MI35,SIGNAL,540,0
P01165,SIGNAL,541,0
P05408,SIGNAL,541,0
P27682,SIGNAL,541,0
P12961,SIGNAL,541,0
P01268,SIGNAL,580,0
P01269,SIGNAL,580,0
P01270,SIGNAL,580,0
P01307,SIGNAL,580,0
P01299,SIGNAL,586,0
P68248,SIGNAL,586,0
P07808,SIGNAL,586,0
Q9PW68,SIGNAL,586,0
P14765,SIGNAL,586,0
P01303,SIGNAL,586,0
P10631,SIGNAL,586,0
Q27441,SIGNAL,586,0
P81264,SIGNAL,586,0
P19035,SIGNAL,586,0
P30438,SIGNAL,586,0
Q8MP00,SIGNAL,586,0
P01313,SIGNAL,590,0
P12706,SIGNAL,590,0
P04667,SIGNAL,590,0
P81025,SIGNAL,590,0
P01342,SIGNAL,590,0
P26730,SIGNAL,590,0
P26729,SIGNAL,590,0
Q14641,SIGNAL,590,0
Q9Y5Q6,SIGNAL,602,0
P01344,SIGNAL,604,0
P01346,SIGNAL,604,0
P10764,SIGNAL,604,0
P07456,SIGNAL,604,0
P13224,SIGNAL,604,0
P01360,SIGNAL,609,0
P01782,SIGNAL,646,0
P01824,SIGNAL,646,0
P01814,SIGNAL,646,0
P21611,SIGNAL,646,0
P02655,SIGNAL,646,0
P01730,SIGNAL,674,0
P06332,SIGNAL,674,0
P01911,SIGNAL,704,0
Q30154,SIGNAL,704,0
P02649,SIGNAL,719,0
P18650,SIGNAL,719,0
P18649,SIGNAL,719,0
P06727,SIGNAL,719,0
P02666,SIGNAL,727,0
P39037,SIGNAL,727,0
Q9GKK3,SIGNAL,727,0
P05814,SIGNAL,727,0
P45561,SIGNAL,727,0
P02703,SIGNAL,738,0
Q6UWE3,SIGNAL,738,0
P02739,SIGNAL,744,0
P19708,SIGNAL,744,0
P19707,SIGNAL,744,0
P35541,SIGNAL,744,0
P0DJI8,SIGNAL,744,0
P0DJI9,SIGNAL,744,0
P05366,SIGNAL,744,0
P05367,SIGNAL,744,0
P31532,SIGNAL,744,0
Q9NTU7,SIGNAL,750,0
P17690,SIGNAL,753,0
P36980,SIGNAL,753,0
P02763,SIGNAL,764,0
P02774,SIGNAL,771,0
P21614,SIGNAL,771,0
P04276,SIGNAL,771,0
P02810,SIGNAL,787,0
Q84ZX5,SIGNAL,787,0
P02817,SIGNAL,787,0
P80356,SIGNAL,789,0
P29022,SIGNAL,794,0
P04062,SIGNAL,808,0
P10163,SIGNAL,822,0
P83371,SIGNAL,822,0
P05067,SIGNAL,846,0
Q60495,SIGNAL,846,0
P08592,SIGNAL,846,0
P12023,SIGNAL,846,0
P05113,SIGNAL,849,0
P05790,SIGNAL,873,0
Q9FRV0,SIGNAL,880,0
P07982,SIGNAL,880,0
P06756,SIGNAL,889,0
P80746,SIGNAL,889,0
P08648,SIGNAL,889,0
P08514,SIGNAL,889,0
Q61739,SIGNAL,889,0
P23229,SIGNAL,889,0
Q13683,SIGNAL,889,0
P13612,SIGNAL,889,0
Q61738,SIGNAL,889,0
P26006,SIGNAL,889,0
P06797,SIGNAL,890,0
P07154,SIGNAL,890,0
P25975,SIGNAL,890,0
P07711,SIGNAL,890,0
P15242,SIGNAL,890,0
Q26636,SIGNAL,890,0
P56202,SIGNAL,890,0
P08176,SIGNAL,890,0
Q94K85,SIGNAL,890,0
P07507,SIGNAL,925,0
Q800Y2,SIGNAL,925,0
P07585,SIGNAL,927,0
P21793,SIGNAL,927,0
P28654,SIGNAL,927,0
P28675,SIGNAL,927,0
Q01129,SIGNAL,927,0
P47853,SIGNAL,927,0
P28653,SIGNAL,927,0
P21810,SIGNAL,927,0
P21809,SIGNAL,927,0
P07712,SIGNAL,935,0
Q8JFY4,SIGNAL,935,0
Q96QR1,SIGNAL,935,0
P07727,SIGNAL,936,0
Q64018,SIGNAL,936,0
P23415,SIGNAL,936,0
P57695,SIGNAL,936,0
P07897,SIGNAL,942,0
P16112,SIGNAL,942,0
P23044,SIGNAL,944,0
P08253,SIGNAL,956,0
P33434,SIGNAL,956,0
P33436,SIGNAL,956,0
Q90611,SIGNAL,956,0
P14780,SIGNAL,956,0
P41245,SIGNAL,956,0
Q95121,SIGNAL,969,0
P09237,SIGNAL,988,0
P09919,SIGNAL,1009,0
P0DJE3,SIGNAL,1046,0
P23631,SIGNAL,1046,0
P0DPU3,SIGNAL,1072,0
